Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Djibouti,DJI,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Dominica,DMA,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Dominican Republic,DOM,739.887106292262
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Ecuador,ECU,919.42244272597
"Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,""Egypt, Arab Rep."",EGY,883.917764331329"
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,El Salvador,SLV,698.287234863553
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Equatorial Guinea,GNQ,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Eritrea,ERI,157.965048242262
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Estonia,EST,4222.7371899585
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Ethiopia,ETH,469.657937876892
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Faroe Islands,FRO,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Fiji,FJI,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Finland,FIN,6819.55612833168
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,France,FRA,4024.25239643184
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,French Polynesia,PYF,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Gabon,GAB,1370.61719811977
"Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,""Gambia, The"",GMB,.."
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Georgia,GEO,795.286041772797
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Germany,DEU,3997.04691775541
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Ghana,GHA,305.020936572462
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Gibraltar,GIB,5628.85591565795
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Greece,GRC,2482.63181571359
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Greenland,GRL,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Grenada,GRD,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Guam,GUM,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Guatemala,GTM,691.977694394635
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Guinea,GIN,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Guinea-Bissau,GNB,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Guyana,GUY,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Haiti,HTI,379.671841431527
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Honduras,HND,608.226549616032
"Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,""Hong Kong SAR, China"",HKG,1946.79849662595"
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Hungary,HUN,2568.37989272625
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Iceland,ISL,17023.1668244031
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,India,IND,562.700487901511
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Indonesia,IDN,866.826966180637
"Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,""Iran, Islamic Rep."",IRN,2794.49357808971"
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Iraq,IRQ,1216.87826120874
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Ireland,IRL,3161.54494748534
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Isle of Man,IMY,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Israel,ISR,3042.43402067265
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Italy,ITA,2867.74255025316
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Jamaica,JAM,1000.79455215205
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Japan,JPN,3895.6834543609
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Jordan,JOR,1089.80667428465
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kazakhstan,KAZ,4234.92656746917
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kenya,KEN,487.653847558662
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kiribati,KIR,..
"Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,""Korea, Dem. People’s Rep."",PRK,771.649246754332"
"Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,""Korea, Rep."",KOR,5060.16622099096"
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kosovo,KSV,1405.04088574518
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kuwait,KWT,10525.8889357742
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kyrgyz Republic,KGZ,505.402265092972
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Lao PDR,LAO,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Latvia,LVA,2148.65355139675
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Lebanon,LBN,1471.09534450686
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Lesotho,LSO,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Liberia,LBR,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Libya,LBY,3281.07663042116
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Liechtenstein,LIE,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Lithuania,LTU,2275.76016649437
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Luxembourg,LUX,8329.43093343959
"Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,""Macao SAR, China"",MAC,.."
"Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,""Macedonia, FYR"",MKD,1396.12731115478"
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Madagascar,MDG,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Malawi,MWI,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Malaysia,MYS,2648.53148171198
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Maldives,MDV,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mali,MLI,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Malta,MLT,1984.75783338319
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Marshall Islands,MHL,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mauritania,MRT,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mauritius,MUS,1053.45249520154
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mexico,MEX,1486.02715102628
"Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,""Micronesia, Fed. Sts."",FSM,.."
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Moldova,MDA,984.625124050932
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Monaco,MCO,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mongolia,MNG,1452.96843648128
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Montenegro,MNE,1898.28842093028
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Morocco,MAR,527.283032916145
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mozambique,MOZ,406.988035297392
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Myanmar,MMR,269.94725785641
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Namibia,NAM,708.024505354791
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Nauru,NRU,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Nepal,NPL,379.921944968561
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Netherlands,NLD,5020.99847888049
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,New Caledonia,NCL,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,New Zealand,NZL,4225.09458248098
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Nicaragua,NIC,515.479313915871
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Niger,NER,136.785745633284
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Nigeria,NGA,752.517084205161
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Northern Mariana Islands,MNP,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Norway,NOR,6939.49401667167
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Oman,OMN,6797.01958082675
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Pakistan,PAK,496.342291995413
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Palau,PLW,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Panama,PAN,1024.59545709909
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Papua New Guinea,PNG,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Paraguay,PRY,774.220648814783
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Peru,PER,654.019262982829
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Philippines,PHL,434.196181721921
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Poland,POL,2640.23891094855
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Portugal,PRT,2222.61654576236
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Puerto Rico,PRI,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Qatar,QAT,15657.0124377447
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Romania,ROM,1730.08767626366
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Russian Federation,RUS,4827.81125743089
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Rwanda,RWA,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Samoa,WSM,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,San Marino,SMR,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sao Tome and Principe,STP,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Saudi Arabia,SAU,6603.23295508288
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Senegal,SEN,295.69412673246
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Serbia,SRB,2141.0552050378
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Seychelles,SYC,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sierra Leone,SLE,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Singapore,SGP,5006.62099161429
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sint Maarten (Dutch part),SXM,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Slovak Republic,SVK,3306.80554391156
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Slovenia,SVN,3539.24541988291
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Solomon Islands,SLB,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Somalia,SOM,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,South Africa,ZAF,2792.36372156479
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,South Sudan,SSD,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Spain,ESP,2742.87718222191
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sri Lanka,LKA,484.206829704742
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,St. Kitts and Nevis,KNA,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,St. Lucia,LCA,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,St. Martin (French part),MAF,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,St. Vincent and the Grenadines,VCT,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sudan,SDN,361.641329170291
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Suriname,SUR,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Swaziland,SWZ,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sweden,SWE,5427.92504600599
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Switzerland,CHE,3346.6214111883
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Syrian Arab Republic,SYR,1045.33965760261
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tajikistan,TJK,287.002670642558
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tanzania,TZA,449.135256834695
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Thailand,THA,1766.92935575025
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Timor-Leste,TMP,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Togo,TGO,487.452922936241
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tonga,TON,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Trinidad and Tobago,TTO,15109.2444441098
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tunisia,TUN,974.839624162092
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Turkey,TUR,1455.83395620349
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Turkmenistan,TKM,4499.23690919963
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Turks and Caicos Islands,TCA,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tuvalu,TUV,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Uganda,UGA,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Ukraine,UKR,2886.99457387831
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United Arab Emirates,ARE,7414.65856161263
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United Kingdom,GBR,3224.86416092441
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United States,USA,7161.51708963669
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Uruguay,URY,1210.58352650268
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Uzbekistan,UZB,1512.82150659608
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Vanuatu,VUT,..
"Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,""Venezuela, RB"",VEN,2496.24298323771"
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Vietnam,VNM,677.674391050528
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Virgin Islands (U.S.),VIR,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,West Bank and Gaza,WBG,..
"Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,""Yemen, Rep."",YEM,331.992764318303"
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Zambia,ZMB,590.879902545289
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Zimbabwe,ZWE,676.901153629514
Access to electricity (% of population),EG.ELC.ACCS.ZS,Afghanistan,AFG,41
Access to electricity (% of population),EG.ELC.ACCS.ZS,Albania,ALB,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Algeria,DZA,99.3
Access to electricity (% of population),EG.ELC.ACCS.ZS,American Samoa,ASM,55.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Andorra,ADO,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Angola,AGO,34.6
Access to electricity (% of population),EG.ELC.ACCS.ZS,Antigua and Barbuda,ATG,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,Argentina,ARG,94
Access to electricity (% of population),EG.ELC.ACCS.ZS,Armenia,ARM,99.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Aruba,ABW,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,Australia,AUS,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Austria,AUT,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Azerbaijan,AZE,99.5
"Access to electricity (% of population),EG.ELC.ACCS.ZS,""Bahamas, The"",BHS,100"
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bahrain,BHR,94.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bangladesh,BGD,55.2
Access to electricity (% of population),EG.ELC.ACCS.ZS,Barbados,BRB,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,Belarus,BLR,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Belgium,BEL,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Belize,BLZ,99.3
Access to electricity (% of population),EG.ELC.ACCS.ZS,Benin,BEN,27.9
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bermuda,BMU,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bhutan,BTN,72
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bolivia,BOL,80.2
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bosnia and Herzegovina,BIH,99.7
Access to electricity (% of population),EG.ELC.ACCS.ZS,Botswana,BWA,43.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,Brazil,BRA,98
Access to electricity (% of population),EG.ELC.ACCS.ZS,British Virgin Islands,VGB,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Brunei Darussalam,BRN,72.6
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bulgaria,BGR,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Burkina Faso,BFA,13.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,Burundi,BDI,5.3
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cabo Verde,CPV,67
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cambodia,KHM,31.1
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cameroon,CMR,49
Access to electricity (% of population),EG.ELC.ACCS.ZS,Canada,CAN,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cayman Islands,CYM,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,Central African Republic,CAF,9.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,Chad,TCD,3.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,Channel Islands,CHI,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Chile,CHL,99
Access to electricity (% of population),EG.ELC.ACCS.ZS,China,CHN,99.7
Access to electricity (% of population),EG.ELC.ACCS.ZS,Colombia,COL,96.7
Access to electricity (% of population),EG.ELC.ACCS.ZS,Comoros,COM,51.5
"Access to electricity (% of population),EG.ELC.ACCS.ZS,""Congo, Dem. Rep."",ZAR,15.2"
"Access to electricity (% of population),EG.ELC.ACCS.ZS,""Congo, Rep."",COG,37.1"
Access to electricity (% of population),EG.ELC.ACCS.ZS,Costa Rica,CRI,98
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cote d'Ivoire,CIV,58.9
Access to electricity (% of population),EG.ELC.ACCS.ZS,Croatia,HRV,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cuba,CUB,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Curacao,CUW,87.87328
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cyprus,CYP,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Czech Republic,CZE,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Denmark,DNK,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Djibouti,DJI,49.7
Access to electricity (% of population),EG.ELC.ACCS.ZS,Dominica,DMA,91.83897
Access to electricity (% of population),EG.ELC.ACCS.ZS,Dominican Republic,DOM,98
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ecuador,ECU,97
"Access to electricity (% of population),EG.ELC.ACCS.ZS,""Egypt, Arab Rep."",EGY,99.6"
Access to electricity (% of population),EG.ELC.ACCS.ZS,El Salvador,SLV,92
Access to electricity (% of population),EG.ELC.ACCS.ZS,Equatorial Guinea,GNQ,65.1722
Access to electricity (% of population),EG.ELC.ACCS.ZS,Eritrea,ERI,32.5
Access to electricity (% of population),EG.ELC.ACCS.ZS,Estonia,EST,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ethiopia,ETH,23
Access to electricity (% of population),EG.ELC.ACCS.ZS,Faroe Islands,FRO,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Fiji,FJI,55.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Finland,FIN,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,France,FRA,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,French Polynesia,PYF,55.8
Access to electricity (% of population),EG.ELC.ACCS.ZS,Gabon,GAB,81.6
